metric_id,fiscal_year,metric_name,numerator,denominator,value,display_value,units,status,failure_flag,source_ids,input_ids,calculation,comparability_note,notes
S2M-0045,FY2022,gross_funded_debt_to_unadjusted_ebitda,32.202,151.39,0.2127088975493757843979126759,0.2127088975493757843979126759,turns,calculated,,,,gross funded principal / unadjusted EBITDA,pre_tyman,
S2M-0046,FY2022,gross_funded_debt_to_company_adjusted_ebitda,32.202,,,N/D,turns,not_determinable,MISSING_INPUT,,,gross funded principal / company_adjusted EBITDA,pre_tyman,
S2M-0047,FY2022,gross_funded_debt_to_provisional_lender_normalized_ebitda,32.202,151.39,0.2127088975493757843979126759,0.2127088975493757843979126759,turns,calculated,,,,gross funded principal / provisional_lender_normalized EBITDA,pre_tyman,
S2M-0048,FY2022,net_debt_book_cash_comparable,-22.891,,-22.891,-22.891,USD_millions,calculated,,,,gross funded principal - book cash,pre_tyman,Not contractual net debt; book cash may be inaccessible or ineligible.
S2M-0049,FY2022,net_debt_book_cash_to_provisional_lender_ebitda,-22.891,151.39,-0.1512054957394808111500099082,-0.1512054957394808111500099082,turns,calculated,,,,(gross funded principal - book cash) / provisional lender EBITDA,pre_tyman,Not the credit-agreement numerator; eligible cash is not public.
S2M-0050,FY2022,provisional_lender_ebitda_to_interest_expense_proxy,151.39,2.559,59.15982805783509183274716686,59.15982805783509183274716686,turns,calculated,,,,provisional lender EBITDA / GAAP interest expense,pre_tyman,Proxy only; contractual paid-or-payable and closing-LTM cash interest are unavailable. The separately disclosed historical cash-paid amount is presented in its own diagnostic.
S2M-0051,FY2022,ebitda_to_cash_interest,151.39,,,N/D,turns,not_determinable,MISSING_CASH_INTEREST,,,EBITDA / contractual cash interest paid or payable,pre_tyman,Contractual paid-or-payable and closing-LTM cash interest remain unavailable; the separately disclosed historical cash-paid amount is not substituted for this measure.
S2M-0052,FY2022,current_ratio,280.665,139.843,2.007000707936757649649964603,2.007000707936757649649964603,turns,calculated,,,,current assets / current liabilities,pre_tyman,
S2M-0053,FY2022,quick_ratio,151.111,139.843,1.080576074597941977789378088,1.080576074597941977789378088,turns,calculated,,,,(cash and cash equivalents + accounts receivable) / current liabilities,pre_tyman,"Restricted cash, inventory, tax receivables, and prepaids are excluded."
S2M-0054,FY2022,days_sales_outstanding,37289.6775,1221.502,30.52772529230406499539092036,30.52772529230406499539092036,days,calculated,,,,average accounts receivable / revenue * actual fiscal days,pre_tyman,FY2024-FY2025 averages are acquisition-distorted.
S2M-0055,FY2022,days_inventory_outstanding,38948.9675,953.004,40.86967893104331146563917885,40.86967893104331146563917885,days,calculated,,,,average inventory / cost of sales excluding D&A * actual fiscal days,pre_tyman,"Cost of sales, not revenue, is used; FY2024-FY2025 averages are acquisition-distorted."
S2M-0056,FY2022,days_payables_outstanding,77.907,,,N/D,days,not_determinable,MISSING_PURCHASES_DENOMINATOR,,,average accounts payable / purchases * actual fiscal days,pre_tyman,Purchases are not in the approved evidence; revenue or cost of sales is not substituted.
S2M-0057,FY2023,revenue_growth,-90.919,1221.502,-7.443213355360859008008173544,-7.443213355360859008008173544,percent,calculated,,,,(current revenue - prior revenue) / prior revenue,pre_tyman_includes_lmi_from_2022_11_01,FY2023 includes LMI; FY2024-FY2025 growth is acquisition-distorted and is not organic growth.
S2M-0058,FY2023,gross_margin,277.524,1130.583,24.54698151307776607290221063,24.54698151307776607290221063,percent,calculated,,,,gross profit / revenue,pre_tyman_includes_lmi_from_2022_11_01,
S2M-0059,FY2023,operating_margin,110.701,1130.583,9.791496953341771457734637793,9.791496953341771457734637793,percent,calculated,,,,operating income / revenue,pre_tyman_includes_lmi_from_2022_11_01,
S2M-0060,FY2023,unadjusted_ebitda_margin,153.567,1130.583,13.58299213768471664619050525,13.58299213768471664619050525,percent,calculated,,,,unadjusted EBITDA / revenue,pre_tyman_includes_lmi_from_2022_11_01,
S2M-0061,FY2023,company_adjusted_ebitda_margin,,1130.583,,N/D,percent,not_determinable,MISSING_INPUT,,,company-adjusted EBITDA / revenue,pre_tyman_includes_lmi_from_2022_11_01,
S2M-0062,FY2023,provisional_lender_normalized_ebitda_margin,153.567,1130.583,13.58299213768471664619050525,13.58299213768471664619050525,percent,calculated,,,,provisional lender-normalized EBITDA / revenue,pre_tyman_includes_lmi_from_2022_11_01,Uses owner-reviewed lender-base judgments; not contractual EBITDA or a covenant calculation.
S2M-0063,FY2023,cash_flow_from_operations,147.052,,147.052,147.052,USD_millions,reported,,SRC-001,,reported CFO; includes cash interest,pre_tyman_includes_lmi_from_2022_11_01,
S2M-0064,FY2023,free_cash_flow,109.662,,109.662,109.662,USD_millions,calculated,,,,CFO + normalized negative capital expenditures,pre_tyman_includes_lmi_from_2022_11_01,Cash interest is already included in CFO and is not subtracted again.
S2M-0065,FY2023,cfo_to_unadjusted_ebitda,147.052,153.567,95.75755207824597732585776892,95.75755207824597732585776892,percent,calculated,,,,CFO / unadjusted EBITDA,pre_tyman_includes_lmi_from_2022_11_01,
S2M-0066,FY2023,fcf_to_unadjusted_ebitda,109.662,153.567,71.40987321494852409697395925,71.40987321494852409697395925,percent,calculated,,,,FCF / unadjusted EBITDA,pre_tyman_includes_lmi_from_2022_11_01,
S2M-0067,FY2023,cfo_to_company_adjusted_ebitda,147.052,,,N/D,percent,not_determinable,MISSING_INPUT,,,CFO / company_adjusted EBITDA,pre_tyman_includes_lmi_from_2022_11_01,
S2M-0068,FY2023,fcf_to_company_adjusted_ebitda,109.662,,,N/D,percent,not_determinable,MISSING_INPUT,,,FCF / company_adjusted EBITDA,pre_tyman_includes_lmi_from_2022_11_01,
S2M-0069,FY2023,cfo_to_provisional_lender_normalized_ebitda,147.052,153.567,95.75755207824597732585776892,95.75755207824597732585776892,percent,calculated,,,,CFO / provisional_lender_normalized EBITDA,pre_tyman_includes_lmi_from_2022_11_01,
S2M-0070,FY2023,fcf_to_provisional_lender_normalized_ebitda,109.662,153.567,71.40987321494852409697395925,71.40987321494852409697395925,percent,calculated,,,,FCF / provisional_lender_normalized EBITDA,pre_tyman_includes_lmi_from_2022_11_01,
S2M-0071,FY2023,cfo_to_gross_funded_debt,147.052,70,210.0742857142857142857142857,210.0742857142857142857142857,percent,calculated,,,,CFO / gross funded principal,pre_tyman_includes_lmi_from_2022_11_01,
S2M-0072,FY2023,fcf_to_gross_funded_debt,109.662,70,156.66,156.66,percent,calculated,,,,FCF / gross funded principal,pre_tyman_includes_lmi_from_2022_11_01,
S2M-0073,FY2023,gross_funded_debt_to_unadjusted_ebitda,70,153.567,0.4558270982698105712815904459,0.4558270982698105712815904459,turns,calculated,,,,gross funded principal / unadjusted EBITDA,pre_tyman_includes_lmi_from_2022_11_01,
S2M-0074,FY2023,gross_funded_debt_to_company_adjusted_ebitda,70,,,N/D,turns,not_determinable,MISSING_INPUT,,,gross funded principal / company_adjusted EBITDA,pre_tyman_includes_lmi_from_2022_11_01,
S2M-0075,FY2023,gross_funded_debt_to_provisional_lender_normalized_ebitda,70,153.567,0.4558270982698105712815904459,0.4558270982698105712815904459,turns,calculated,,,,gross funded principal / provisional_lender_normalized EBITDA,pre_tyman_includes_lmi_from_2022_11_01,
S2M-0076,FY2023,net_debt_book_cash_comparable,11.526,,11.526,11.526,USD_millions,calculated,,,,gross funded principal - book cash,pre_tyman_includes_lmi_from_2022_11_01,Not contractual net debt; book cash may be inaccessible or ineligible.
S2M-0077,FY2023,net_debt_book_cash_to_provisional_lender_ebitda,11.526,153.567,0.07505518763796909492273730684,0.07505518763796909492273730684,turns,calculated,,,,(gross funded principal - book cash) / provisional lender EBITDA,pre_tyman_includes_lmi_from_2022_11_01,Not the credit-agreement numerator; eligible cash is not public.
S2M-0078,FY2023,provisional_lender_ebitda_to_interest_expense_proxy,153.567,8.136,18.875,18.875,turns,calculated,,,,provisional lender EBITDA / GAAP interest expense,pre_tyman_includes_lmi_from_2022_11_01,Proxy only; contractual paid-or-payable and closing-LTM cash interest are unavailable. The separately disclosed historical cash-paid amount is presented in its own diagnostic.
S2M-0079,FY2023,ebitda_to_cash_interest,153.567,,,N/D,turns,not_determinable,MISSING_CASH_INTEREST,,,EBITDA / contractual cash interest paid or payable,pre_tyman_includes_lmi_from_2022_11_01,Contractual paid-or-payable and closing-LTM cash interest remain unavailable; the separately disclosed historical cash-paid amount is not substituted for this measure.
S2M-0080,FY2023,current_ratio,273.6,134.663,2.031738487929126783154986893,2.031738487929126783154986893,turns,calculated,,,,current assets / current liabilities,pre_tyman_includes_lmi_from_2022_11_01,
S2M-0081,FY2023,quick_ratio,155.785,134.663,1.15685080534370985348610977,1.15685080534370985348610977,turns,calculated,,,,(cash and cash equivalents + accounts receivable) / current liabilities,pre_tyman_includes_lmi_from_2022_11_01,"Restricted cash, inventory, tax receivables, and prepaids are excluded."
S2M-0082,FY2023,days_sales_outstanding,35282.5425,1130.583,31.2073881351479723293203595,31.2073881351479723293203595,days,calculated,,,,average accounts receivable / revenue * actual fiscal days,pre_tyman_includes_lmi_from_2022_11_01,FY2024-FY2025 averages are acquisition-distorted.
S2M-0083,FY2023,days_inventory_outstanding,39939.9425,853.059,46.81967191014923938438021286,46.81967191014923938438021286,days,calculated,,,,average inventory / cost of sales excluding D&A * actual fiscal days,pre_tyman_includes_lmi_from_2022_11_01,"Cost of sales, not revenue, is used; FY2024-FY2025 averages are acquisition-distorted."
S2M-0084,FY2023,days_payables_outstanding,74.371,,,N/D,days,not_determinable,MISSING_PURCHASES_DENOMINATOR,,,average accounts payable / purchases * actual fiscal days,pre_tyman_includes_lmi_from_2022_11_01,Purchases are not in the approved evidence; revenue or cost of sales is not substituted.
S2M-0085,FY2024,revenue_growth,147.279,1130.583,13.02681890670565540079764157,13.02681890670565540079764157,percent,calculated,,,,(current revenue - prior revenue) / prior revenue,mixed_perimeter_includes_three_months_tyman,FY2023 includes LMI; FY2024-FY2025 growth is acquisition-distorted and is not organic growth.
S2M-0086,FY2024,gross_margin,305.624,1277.862,23.91682356936821033883157962,23.91682356936821033883157962,percent,calculated,,,,gross profit / revenue,mixed_perimeter_includes_three_months_tyman,
S2M-0087,FY2024,operating_margin,54.826,1277.862,4.290447638320882849634780594,4.290447638320882849634780594,percent,calculated,,,,operating income / revenue,mixed_perimeter_includes_three_months_tyman,
S2M-0088,FY2024,unadjusted_ebitda_margin,115.154,1277.862,9.011458201276820188721473837,9.011458201276820188721473837,percent,calculated,,,,unadjusted EBITDA / revenue,mixed_perimeter_includes_three_months_tyman,
S2M-0089,FY2024,company_adjusted_ebitda_margin,182.383,1277.862,14.27251142924666356774049154,14.27251142924666356774049154,percent,calculated,,,,company-adjusted EBITDA / revenue,mixed_perimeter_includes_three_months_tyman,
S2M-0090,FY2024,provisional_lender_normalized_ebitda_margin,179.358,1277.862,14.03578790198002601219850031,14.03578790198002601219850031,percent,calculated,,,,provisional lender-normalized EBITDA / revenue,mixed_perimeter_includes_three_months_tyman,Uses owner-reviewed lender-base judgments; not contractual EBITDA or a covenant calculation.
S2M-0091,FY2024,cash_flow_from_operations,88.812,,88.812,88.812,USD_millions,reported,,SRC-001,,reported CFO; includes cash interest,mixed_perimeter_includes_three_months_tyman,
S2M-0092,FY2024,free_cash_flow,51.726,,51.726,51.726,USD_millions,calculated,,,,CFO + normalized negative capital expenditures,mixed_perimeter_includes_three_months_tyman,Cash interest is already included in CFO and is not subtracted again.
S2M-0093,FY2024,cfo_to_unadjusted_ebitda,88.812,115.154,77.12454625979123608385292738,77.12454625979123608385292738,percent,calculated,,,,CFO / unadjusted EBITDA,mixed_perimeter_includes_three_months_tyman,
S2M-0094,FY2024,fcf_to_unadjusted_ebitda,51.726,115.154,44.91897806415756291574760755,44.91897806415756291574760755,percent,calculated,,,,FCF / unadjusted EBITDA,mixed_perimeter_includes_three_months_tyman,
S2M-0095,FY2024,cfo_to_company_adjusted_ebitda,88.812,182.383,48.69532796368082551553598745,48.69532796368082551553598745,percent,calculated,,,,CFO / company_adjusted EBITDA,mixed_perimeter_includes_three_months_tyman,
S2M-0096,FY2024,fcf_to_company_adjusted_ebitda,51.726,182.383,28.36119594479748660785270557,28.36119594479748660785270557,percent,calculated,,,,FCF / company_adjusted EBITDA,mixed_perimeter_includes_three_months_tyman,
S2M-0097,FY2024,cfo_to_provisional_lender_normalized_ebitda,88.812,179.358,49.51660923962131602716354999,49.51660923962131602716354999,percent,calculated,,,,CFO / provisional_lender_normalized EBITDA,mixed_perimeter_includes_three_months_tyman,
S2M-0098,FY2024,fcf_to_provisional_lender_normalized_ebitda,51.726,179.358,28.83952764861338774964038404,28.83952764861338774964038404,percent,calculated,,,,FCF / provisional_lender_normalized EBITDA,mixed_perimeter_includes_three_months_tyman,
S2M-0099,FY2024,cfo_to_gross_funded_debt,88.812,776.926,11.4312045162602358525779804,11.4312045162602358525779804,percent,calculated,,,,CFO / gross funded principal,mixed_perimeter_includes_three_months_tyman,
S2M-0100,FY2024,fcf_to_gross_funded_debt,51.726,776.926,6.657776931136298695113820364,6.657776931136298695113820364,percent,calculated,,,,FCF / gross funded principal,mixed_perimeter_includes_three_months_tyman,
S2M-0101,FY2024,gross_funded_debt_to_unadjusted_ebitda,776.926,115.154,6.746843357590704621637112041,6.746843357590704621637112041,turns,calculated,,,,gross funded principal / unadjusted EBITDA,mixed_perimeter_includes_three_months_tyman,
S2M-0102,FY2024,gross_funded_debt_to_company_adjusted_ebitda,776.926,182.383,4.25985974569998300280179622,4.25985974569998300280179622,turns,calculated,,,,gross funded principal / company_adjusted EBITDA,mixed_perimeter_includes_three_months_tyman,
S2M-0103,FY2024,gross_funded_debt_to_provisional_lender_normalized_ebitda,776.926,179.358,4.331705304474849184312938369,4.331705304474849184312938369,turns,calculated,,,,gross funded principal / provisional_lender_normalized EBITDA,mixed_perimeter_includes_three_months_tyman,
S2M-0104,FY2024,net_debt_book_cash_comparable,679.182,,679.182,679.182,USD_millions,calculated,,,,gross funded principal - book cash,mixed_perimeter_includes_three_months_tyman,Not contractual net debt; book cash may be inaccessible or ineligible.
S2M-0105,FY2024,net_debt_book_cash_to_provisional_lender_ebitda,679.182,179.358,3.78673937042116883551333088,3.78673937042116883551333088,turns,calculated,,,,(gross funded principal - book cash) / provisional lender EBITDA,mixed_perimeter_includes_three_months_tyman,Not the credit-agreement numerator; eligible cash is not public.
S2M-0106,FY2024,provisional_lender_ebitda_to_interest_expense_proxy,179.358,20.593,8.709658621861797698246977128,8.709658621861797698246977128,turns,calculated,,,,provisional lender EBITDA / GAAP interest expense,mixed_perimeter_includes_three_months_tyman,Proxy only; contractual paid-or-payable and closing-LTM cash interest are unavailable. The separately disclosed historical cash-paid amount is presented in its own diagnostic.
S2M-0107,FY2024,ebitda_to_cash_interest,179.358,,,N/D,turns,not_determinable,MISSING_CASH_INTEREST,,,EBITDA / contractual cash interest paid or payable,mixed_perimeter_includes_three_months_tyman,Contractual paid-or-payable and closing-LTM cash interest remain unavailable; the separately disclosed historical cash-paid amount is not substituted for this measure.
S2M-0108,FY2024,current_ratio,611.268,272.867,2.24016828711423514019650599,2.24016828711423514019650599,turns,calculated,,,,current assets / current liabilities,mixed_perimeter_includes_three_months_tyman,
S2M-0109,FY2024,quick_ratio,295.433,272.867,1.082699630222782527751615256,1.082699630222782527751615256,turns,calculated,,,,(cash and cash equivalents + accounts receivable) / current liabilities,mixed_perimeter_includes_three_months_tyman,"Restricted cash, inventory, tax receivables, and prepaids are excluded."
S2M-0110,FY2024,days_sales_outstanding,53985,1277.862,42.24634584955182954027899726,42.24634584955182954027899726,days,calculated,,,,average accounts receivable / revenue * actual fiscal days,mixed_perimeter_includes_three_months_tyman,FY2024-FY2025 averages are acquisition-distorted.
S2M-0111,FY2024,days_inventory_outstanding,68352.147,972.238,70.30392455345296110623119031,70.30392455345296110623119031,days,calculated,,,,average inventory / cost of sales excluding D&A * actual fiscal days,mixed_perimeter_includes_three_months_tyman,"Cost of sales, not revenue, is used; FY2024-FY2025 averages are acquisition-distorted."
S2M-0112,FY2024,days_payables_outstanding,124.404,,,N/D,days,not_determinable,MISSING_PURCHASES_DENOMINATOR,,,average accounts payable / purchases * actual fiscal days,mixed_perimeter_includes_three_months_tyman,Purchases are not in the approved evidence; revenue or cost of sales is not substituted.
S2M-0113,FY2025,revenue_growth,559.779,1277.862,43.80590392389788568718687933,43.80590392389788568718687933,percent,calculated,,,,(current revenue - prior revenue) / prior revenue,first_full_post_tyman_year_with_integration_effects,FY2023 includes LMI; FY2024-FY2025 growth is acquisition-distorted and is not organic growth.
S2M-0114,FY2025,gross_margin,499.228,1837.641,27.16678611328328003130099949,27.16678611328328003130099949,percent,calculated,,,,gross profit / revenue,first_full_post_tyman_year_with_integration_effects,
S2M-0115,FY2025,operating_margin,-193.952,1837.641,-10.55440099562428134766257392,-10.55440099562428134766257392,percent,calculated,,,,operating income / revenue,first_full_post_tyman_year_with_integration_effects,
S2M-0116,FY2025,unadjusted_ebitda_margin,-90.508,1837.641,-4.925227506351893541774481523,-4.925227506351893541774481523,percent,calculated,,,,unadjusted EBITDA / revenue,first_full_post_tyman_year_with_integration_effects,
S2M-0117,FY2025,company_adjusted_ebitda_margin,242.89,1837.641,13.2174891613759161881999803,13.2174891613759161881999803,percent,calculated,,,,company-adjusted EBITDA / revenue,first_full_post_tyman_year_with_integration_effects,
S2M-0118,FY2025,provisional_lender_normalized_ebitda_margin,225.344,1837.641,12.26267807477086112031675393,12.26267807477086112031675393,percent,calculated,,,,provisional lender-normalized EBITDA / revenue,first_full_post_tyman_year_with_integration_effects,Uses owner-reviewed lender-base judgments; not contractual EBITDA or a covenant calculation.
S2M-0119,FY2025,cash_flow_from_operations,164.897,,164.897,164.897,USD_millions,reported,,SRC-001,,reported CFO; includes cash interest,first_full_post_tyman_year_with_integration_effects,
S2M-0120,FY2025,free_cash_flow,102.255,,102.255,102.255,USD_millions,calculated,,,,CFO + normalized negative capital expenditures,first_full_post_tyman_year_with_integration_effects,Cash interest is already included in CFO and is not subtracted again.
S2M-0121,FY2025,cfo_to_unadjusted_ebitda,164.897,-90.508,,N/M,percent,not_meaningful,NONPOSITIVE_EBITDA,,,CFO / unadjusted EBITDA,first_full_post_tyman_year_with_integration_effects,Negative or zero EBITDA makes leverage or coverage not meaningful.
S2M-0122,FY2025,fcf_to_unadjusted_ebitda,102.255,-90.508,,N/M,percent,not_meaningful,NONPOSITIVE_EBITDA,,,FCF / unadjusted EBITDA,first_full_post_tyman_year_with_integration_effects,Negative or zero EBITDA makes leverage or coverage not meaningful.
S2M-0123,FY2025,cfo_to_company_adjusted_ebitda,164.897,242.89,67.88957964510683848655770102,67.88957964510683848655770102,percent,calculated,,,,CFO / company_adjusted EBITDA,first_full_post_tyman_year_with_integration_effects,
S2M-0124,FY2025,fcf_to_company_adjusted_ebitda,102.255,242.89,42.0993042117831116966528058,42.0993042117831116966528058,percent,calculated,,,,FCF / company_adjusted EBITDA,first_full_post_tyman_year_with_integration_effects,
