record_id,output_file,layer,metric_or_item,source_ids,evidence_ids,document_titles,source_urls,publication_dates,classification,owner_review_status,notes
LED-0033,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0033,SRC-019,,Quanex FY2024 Q3 results release,https://www.sec.gov/Archives/edgar/data/1423221/000117184324005085/exh_991.htm,2024-09-05,raw_evidence,not_applicable,
LED-0034,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0034,SRC-019,,Quanex FY2024 Q3 results release,https://www.sec.gov/Archives/edgar/data/1423221/000117184324005085/exh_991.htm,2024-09-05,raw_evidence,not_applicable,
LED-0035,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0035,SRC-019,,Quanex FY2024 Q3 results release,https://www.sec.gov/Archives/edgar/data/1423221/000117184324005085/exh_991.htm,2024-09-05,raw_evidence,not_applicable,
LED-0036,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0036,SRC-019,,Quanex FY2024 Q3 results release,https://www.sec.gov/Archives/edgar/data/1423221/000117184324005085/exh_991.htm,2024-09-05,raw_evidence,not_applicable,
LED-0037,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0037,SRC-019,,Quanex FY2024 Q3 results release,https://www.sec.gov/Archives/edgar/data/1423221/000117184324005085/exh_991.htm,2024-09-05,raw_evidence,not_applicable,
LED-0038,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0038,SRC-019,,Quanex FY2024 Q3 results release,https://www.sec.gov/Archives/edgar/data/1423221/000117184324005085/exh_991.htm,2024-09-05,raw_evidence,not_applicable,
LED-0039,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0039,SRC-020,,Quanex FY2024 Q4 and full-year results release,https://www.sec.gov/Archives/edgar/data/1423221/000117184324006907/exh_991.htm,2024-12-12,raw_evidence,not_applicable,
LED-0040,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0040,SRC-020,,Quanex FY2024 Q4 and full-year results release,https://www.sec.gov/Archives/edgar/data/1423221/000117184324006907/exh_991.htm,2024-12-12,raw_evidence,not_applicable,
LED-0041,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0041,SRC-020,,Quanex FY2024 Q4 and full-year results release,https://www.sec.gov/Archives/edgar/data/1423221/000117184324006907/exh_991.htm,2024-12-12,raw_evidence,not_applicable,
LED-0042,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0042,SRC-020,,Quanex FY2024 Q4 and full-year results release,https://www.sec.gov/Archives/edgar/data/1423221/000117184324006907/exh_991.htm,2024-12-12,raw_evidence,not_applicable,
LED-0043,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0043,SRC-020,,Quanex FY2024 Q4 and full-year results release,https://www.sec.gov/Archives/edgar/data/1423221/000117184324006907/exh_991.htm,2024-12-12,raw_evidence,not_applicable,
LED-0044,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0044,SRC-020,,Quanex FY2024 Q4 and full-year results release,https://www.sec.gov/Archives/edgar/data/1423221/000117184324006907/exh_991.htm,2024-12-12,raw_evidence,not_applicable,
LED-0045,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0045,SRC-020,,Quanex FY2024 Q4 and full-year results release,https://www.sec.gov/Archives/edgar/data/1423221/000117184324006907/exh_991.htm,2024-12-12,raw_evidence,not_applicable,
LED-0046,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0046,SRC-020,,Quanex FY2024 Q4 and full-year results release,https://www.sec.gov/Archives/edgar/data/1423221/000117184324006907/exh_991.htm,2024-12-12,raw_evidence,not_applicable,
LED-0047,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0047,SRC-021,,Quanex FY2025 Q1 results release,https://investors.quanex.com/news-releases/news-release-details/quanex-building-products-announces-first-quarter-2025-results,2025-03-10,raw_evidence,not_applicable,
LED-0048,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0048,SRC-021,,Quanex FY2025 Q1 results release,https://investors.quanex.com/news-releases/news-release-details/quanex-building-products-announces-first-quarter-2025-results,2025-03-10,raw_evidence,not_applicable,
LED-0049,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0049,SRC-021,,Quanex FY2025 Q1 results release,https://investors.quanex.com/news-releases/news-release-details/quanex-building-products-announces-first-quarter-2025-results,2025-03-10,raw_evidence,not_applicable,
LED-0050,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0050,SRC-021,,Quanex FY2025 Q1 results release,https://investors.quanex.com/news-releases/news-release-details/quanex-building-products-announces-first-quarter-2025-results,2025-03-10,raw_evidence,not_applicable,
LED-0051,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0051,SRC-021,,Quanex FY2025 Q1 results release,https://investors.quanex.com/news-releases/news-release-details/quanex-building-products-announces-first-quarter-2025-results,2025-03-10,raw_evidence,not_applicable,
LED-0052,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0052,SRC-021,,Quanex FY2025 Q1 results release,https://investors.quanex.com/news-releases/news-release-details/quanex-building-products-announces-first-quarter-2025-results,2025-03-10,raw_evidence,not_applicable,
LED-0053,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0053,SRC-021,,Quanex FY2025 Q1 results release,https://investors.quanex.com/news-releases/news-release-details/quanex-building-products-announces-first-quarter-2025-results,2025-03-10,raw_evidence,not_applicable,
LED-0054,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0054,SRC-021,,Quanex FY2025 Q1 results release,https://investors.quanex.com/news-releases/news-release-details/quanex-building-products-announces-first-quarter-2025-results,2025-03-10,raw_evidence,not_applicable,
LED-0055,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0055,SRC-016,,Quanex FY2025 Q2 results release and covenant clarification,https://www.sec.gov/Archives/edgar/data/1423221/000117184325003726/exh_991.htm,2025-06-05,raw_evidence,not_applicable,
LED-0056,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0056,SRC-016,,Quanex FY2025 Q2 results release and covenant clarification,https://www.sec.gov/Archives/edgar/data/1423221/000117184325003726/exh_991.htm,2025-06-05,raw_evidence,not_applicable,
LED-0057,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0057,SRC-002;SRC-016,,Quanex Q4 and FY2025 results release;Quanex FY2025 Q2 results release and covenant clarification,https://www.sec.gov/Archives/edgar/data/1423221/000117184325007891/exh_991.htm;https://www.sec.gov/Archives/edgar/data/1423221/000117184325003726/exh_991.htm,2025-12-11;2025-06-05,raw_evidence,not_applicable,Selected $63.135m from the latest within-cutoff annual bridge so quarters reconcile; original Q2 release showed $61.913m and the $1.222m difference is not explained.
LED-0058,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0058,SRC-016,,Quanex FY2025 Q2 results release and covenant clarification,https://www.sec.gov/Archives/edgar/data/1423221/000117184325003726/exh_991.htm,2025-06-05,raw_evidence,not_applicable,
LED-0059,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0059,SRC-016,,Quanex FY2025 Q2 results release and covenant clarification,https://www.sec.gov/Archives/edgar/data/1423221/000117184325003726/exh_991.htm,2025-06-05,raw_evidence,not_applicable,
LED-0060,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0060,SRC-016,,Quanex FY2025 Q2 results release and covenant clarification,https://www.sec.gov/Archives/edgar/data/1423221/000117184325003726/exh_991.htm,2025-06-05,raw_evidence,not_applicable,
LED-0061,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0061,SRC-016,,Quanex FY2025 Q2 results release and covenant clarification,https://www.sec.gov/Archives/edgar/data/1423221/000117184325003726/exh_991.htm,2025-06-05,raw_evidence,not_applicable,
LED-0062,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0062,SRC-016,,Quanex FY2025 Q2 results release and covenant clarification,https://www.sec.gov/Archives/edgar/data/1423221/000117184325003726/exh_991.htm,2025-06-05,raw_evidence,not_applicable,
LED-0063,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0063,SRC-022,,Quanex FY2025 Q3 results release,https://www.sec.gov/Archives/edgar/data/1423221/000117184325005746/exh_991.htm,2025-09-04,raw_evidence,not_applicable,
LED-0064,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0064,SRC-022,,Quanex FY2025 Q3 results release,https://www.sec.gov/Archives/edgar/data/1423221/000117184325005746/exh_991.htm,2025-09-04,raw_evidence,not_applicable,
LED-0065,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0065,SRC-022,,Quanex FY2025 Q3 results release,https://www.sec.gov/Archives/edgar/data/1423221/000117184325005746/exh_991.htm,2025-09-04,raw_evidence,not_applicable,
LED-0066,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0066,SRC-022,,Quanex FY2025 Q3 results release,https://www.sec.gov/Archives/edgar/data/1423221/000117184325005746/exh_991.htm,2025-09-04,raw_evidence,not_applicable,
LED-0067,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0067,SRC-022,,Quanex FY2025 Q3 results release,https://www.sec.gov/Archives/edgar/data/1423221/000117184325005746/exh_991.htm,2025-09-04,raw_evidence,not_applicable,
LED-0068,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0068,SRC-022,,Quanex FY2025 Q3 results release,https://www.sec.gov/Archives/edgar/data/1423221/000117184325005746/exh_991.htm,2025-09-04,raw_evidence,not_applicable,
LED-0069,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0069,SRC-022,,Quanex FY2025 Q3 results release,https://www.sec.gov/Archives/edgar/data/1423221/000117184325005746/exh_991.htm,2025-09-04,raw_evidence,not_applicable,
LED-0070,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0070,SRC-022,,Quanex FY2025 Q3 results release,https://www.sec.gov/Archives/edgar/data/1423221/000117184325005746/exh_991.htm,2025-09-04,raw_evidence,not_applicable,
LED-0071,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0071,SRC-002,,Quanex Q4 and FY2025 results release,https://www.sec.gov/Archives/edgar/data/1423221/000117184325007891/exh_991.htm,2025-12-11,raw_evidence,not_applicable,
LED-0072,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0072,SRC-002,,Quanex Q4 and FY2025 results release,https://www.sec.gov/Archives/edgar/data/1423221/000117184325007891/exh_991.htm,2025-12-11,raw_evidence,not_applicable,
LED-0073,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0073,SRC-002,,Quanex Q4 and FY2025 results release,https://www.sec.gov/Archives/edgar/data/1423221/000117184325007891/exh_991.htm,2025-12-11,raw_evidence,not_applicable,
LED-0074,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0074,SRC-002,,Quanex Q4 and FY2025 results release,https://www.sec.gov/Archives/edgar/data/1423221/000117184325007891/exh_991.htm,2025-12-11,raw_evidence,not_applicable,
LED-0075,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0075,SRC-002,,Quanex Q4 and FY2025 results release,https://www.sec.gov/Archives/edgar/data/1423221/000117184325007891/exh_991.htm,2025-12-11,raw_evidence,not_applicable,
LED-0076,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0076,SRC-002,,Quanex Q4 and FY2025 results release,https://www.sec.gov/Archives/edgar/data/1423221/000117184325007891/exh_991.htm,2025-12-11,raw_evidence,not_applicable,
LED-0077,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0077,SRC-002,,Quanex Q4 and FY2025 results release,https://www.sec.gov/Archives/edgar/data/1423221/000117184325007891/exh_991.htm,2025-12-11,raw_evidence,not_applicable,
LED-0078,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0078,SRC-002,,Quanex Q4 and FY2025 results release,https://www.sec.gov/Archives/edgar/data/1423221/000117184325007891/exh_991.htm,2025-12-11,raw_evidence,not_applicable,
LED-0079,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0079,SRC-016,,Quanex FY2025 Q2 results release and covenant clarification,https://www.sec.gov/Archives/edgar/data/1423221/000117184325003726/exh_991.htm,2025-06-05,raw_evidence,not_applicable,The later FY2025 annual release shows $63.135m for this quarter; cause of the $1.222m difference is not disclosed.
LED-0080,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0080,SRC-002;SRC-001,,Quanex Q4 and FY2025 results release;Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000117184325007891/exh_991.htm;https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-11;2025-12-12,raw_evidence,not_applicable,Do not extend the current segment structure before FY2023 or treat the recast as a constant combined-company perimeter.
LED-0081,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0081,SRC-002;SRC-001,,Quanex Q4 and FY2025 results release;Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000117184325007891/exh_991.htm;https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-11;2025-12-12,raw_evidence,not_applicable,Do not extend the current segment structure before FY2023 or treat the recast as a constant combined-company perimeter.
LED-0082,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0082,SRC-002;SRC-001,,Quanex Q4 and FY2025 results release;Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000117184325007891/exh_991.htm;https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-11;2025-12-12,raw_evidence,not_applicable,Do not extend the current segment structure before FY2023 or treat the recast as a constant combined-company perimeter.
LED-0083,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0083,SRC-002;SRC-001,,Quanex Q4 and FY2025 results release;Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000117184325007891/exh_991.htm;https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-11;2025-12-12,raw_evidence,not_applicable,Do not extend the current segment structure before FY2023 or treat the recast as a constant combined-company perimeter.
LED-0084,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0084,SRC-002;SRC-001,,Quanex Q4 and FY2025 results release;Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000117184325007891/exh_991.htm;https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-11;2025-12-12,raw_evidence,not_applicable,Do not extend the current segment structure before FY2023 or treat the recast as a constant combined-company perimeter.
LED-0085,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0085,SRC-002;SRC-001,,Quanex Q4 and FY2025 results release;Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000117184325007891/exh_991.htm;https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-11;2025-12-12,raw_evidence,not_applicable,Do not extend the current segment structure before FY2023 or treat the recast as a constant combined-company perimeter.
LED-0086,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0086,SRC-002;SRC-001,,Quanex Q4 and FY2025 results release;Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000117184325007891/exh_991.htm;https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-11;2025-12-12,raw_evidence,not_applicable,Do not extend the current segment structure before FY2023 or treat the recast as a constant combined-company perimeter.
LED-0087,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0087,SRC-002;SRC-001,,Quanex Q4 and FY2025 results release;Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000117184325007891/exh_991.htm;https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-11;2025-12-12,raw_evidence,not_applicable,Do not extend the current segment structure before FY2023 or treat the recast as a constant combined-company perimeter.
LED-0088,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0088,SRC-002;SRC-001,,Quanex Q4 and FY2025 results release;Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000117184325007891/exh_991.htm;https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-11;2025-12-12,raw_evidence,not_applicable,Do not extend the current segment structure before FY2023 or treat the recast as a constant combined-company perimeter.
LED-0089,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0089,SRC-002;SRC-001,,Quanex Q4 and FY2025 results release;Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000117184325007891/exh_991.htm;https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-11;2025-12-12,raw_evidence,not_applicable,Do not extend the current segment structure before FY2023 or treat the recast as a constant combined-company perimeter.
LED-0090,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0090,SRC-002;SRC-001,,Quanex Q4 and FY2025 results release;Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000117184325007891/exh_991.htm;https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-11;2025-12-12,raw_evidence,not_applicable,Do not extend the current segment structure before FY2023 or treat the recast as a constant combined-company perimeter.
LED-0091,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0091,SRC-002;SRC-001,,Quanex Q4 and FY2025 results release;Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000117184325007891/exh_991.htm;https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-11;2025-12-12,raw_evidence,not_applicable,Do not extend the current segment structure before FY2023 or treat the recast as a constant combined-company perimeter.
LED-0092,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0092,SRC-002;SRC-001,,Quanex Q4 and FY2025 results release;Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000117184325007891/exh_991.htm;https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-11;2025-12-12,raw_evidence,not_applicable,Do not extend the current segment structure before FY2023 or treat the recast as a constant combined-company perimeter.
LED-0093,data/phase3/raw/DRIVER_EVIDENCE.csv,raw_evidence,EVD-0093,SRC-002;SRC-001,,Quanex Q4 and FY2025 results release;Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000117184325007891/exh_991.htm;https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-11;2025-12-12,raw_evidence,not_applicable,Do not extend the current segment structure before FY2023 or treat the recast as a constant combined-company perimeter.
