scenario_assumption_id,scenario_id,driver_id,shock_name,base_value,shock_value,units,start_period,end_period,plateau_quarters,recovery_quarters,recovery_pattern,affected_lines,transmission_method,cash_or_noncash,double_counting_control,review_status,source_ids,upstream_ids,limitations
P6A-0044,MODERATE_MITIGATED,DRV-012,floating_rate_vs_base,0,100,basis_points,FY2026_Q2,FY2027_Q1_plateau_then_FY2027_Q2_Q4_recovery,4,3,linear_to_zero_after_plateau,cash_interest;revolver;liquidity,Add once to the modeled all-in rate and recalculate interest on average endogenous debt.,cash,Do not also change the Phase 5 base-rate or spread inputs.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-006,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0045,MODERATE_MITIGATED,DRV-007,additional_remediation_cash,0,3,USD_millions,FY2026_Q2,FY2027_Q1_plateau_then_FY2027_Q2_Q4_recovery,4,3,linear_to_zero_after_plateau,other_operating_cash_uses;cfads,Spread the proposed cash-only amount across the initial stressed quarters.,cash,Gross-margin stress contains the operating effect; this amount is not deducted from EBITDA.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-005,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0046,MODERATE_MITIGATED,DRV-005,monthly_timing_pattern,equal thirds,20%_30%_50%,allocation_pattern,FY2026_Q2,FY2027_Q1_plateau_then_FY2027_Q2_Q4_recovery,4,3,linear_to_zero_after_plateau,monthly cash flow;liquidity,Delay stressed-quarter cash generation within the quarter and preserve the quarterly total.,cash,Quarterly values reconcile exactly; the pattern is not asserted actual seasonality.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-003;SCN-004,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0047,MODERATE_MITIGATED,DRV-010,distribution_treatment,Phase 5 selected policy,yes,status,FY2026_Q2,FY2027_Q1_plateau_then_FY2027_Q2_Q4_recovery,4,3,linear_to_zero_after_plateau,dividends;share_repurchases;revolver,Retain base distributions in unmitigated cases and apply dated actions only in mitigated cases.,cash,No reduction is embedded in unmitigated stress.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-007,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0048,MODERATE_MITIGATED,DRV-012,drawability_convention,continued analytical drawability,no,status,FY2026_Q2,FY2027_Q1_plateau_then_FY2027_Q2_Q4_recovery,4,3,linear_to_zero_after_plateau,usable_revolver_availability;cash_shortfall,"For proposed no-waiver paths only, shut off unused capacity from the month after first analytical failure.",cash,Stress convention only; existing facilities receive analytical warnings without shutoff.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,GAP-005;GAP-006,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0049,SEVERE_MITIGATED,DRV-001,volume_vs_base,0,-15,percent,FY2026_Q2,FY2028_Q1_plateau_then_FY2028_Q2_FY2029_Q1_recovery,8,4,linear_to_zero_after_plateau,revenue,Multiply Phase 5 revenue by one plus the scenario volume shock.,operating,Do not apply a separate EBITDA percentage shock.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-001,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0050,SEVERE_MITIGATED,DRV-003,gross_margin_vs_base,0,-375,basis_points,FY2026_Q2,FY2028_Q1_plateau_then_FY2028_Q2_FY2029_Q1_recovery,8,4,linear_to_zero_after_plateau,gross_profit;lender_base_ebitda,Apply to Phase 5 gross margin; EBITDA remains gross profit less cash operating expenses.,operating,Includes fixed-cost deleverage and execution disruption; no second opex penalty.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-002,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0051,SEVERE_MITIGATED,DRV-005,dso_vs_base,0,15,days,FY2026_Q2,FY2028_Q1_plateau_then_FY2028_Q2_FY2029_Q1_recovery,8,4,linear_to_zero_after_plateau,accounts_receivable;working_capital_cash_flow,Recalculate receivables from stressed TTM revenue and DSO.,cash,No blanket working-capital shock.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-003,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0052,SEVERE_MITIGATED,DRV-005,dio_vs_base,0,25,days,FY2026_Q2,FY2028_Q1_plateau_then_FY2028_Q2_FY2029_Q1_recovery,8,4,linear_to_zero_after_plateau,inventory;working_capital_cash_flow,Recalculate inventory from stressed TTM cost of sales and DIO.,cash,No second inventory cash plug.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-004,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0053,SEVERE_MITIGATED,DRV-013,accounts_payable_ratio_vs_base,0,-100,basis_points,FY2026_Q2,FY2028_Q1_plateau_then_FY2028_Q2_FY2029_Q1_recovery,8,4,linear_to_zero_after_plateau,accounts_payable;working_capital_cash_flow,Adjust the explicitly labeled AP-to-cost-of-sales balance relationship.,cash,This is not DPO and cost of sales is not called purchases.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-009,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0054,SEVERE_MITIGATED,DRV-013,other_current_assets_ratio_vs_base,0,50,basis_points,FY2026_Q2,FY2028_Q1_plateau_then_FY2028_Q2_FY2029_Q1_recovery,8,4,linear_to_zero_after_plateau,other_operating_current_assets;working_capital_cash_flow,Adjust the separate other-current-assets-to-revenue relationship.,cash,Kept separate from receivables and the AP relationship.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-009,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0055,SEVERE_MITIGATED,DRV-013,other_current_liabilities_ratio_vs_base,0,-50,basis_points,FY2026_Q2,FY2028_Q1_plateau_then_FY2028_Q2_FY2029_Q1_recovery,8,4,linear_to_zero_after_plateau,other_operating_current_liabilities;working_capital_cash_flow,Adjust the separate other-current-liabilities-to-revenue relationship.,cash,Kept separate from payables and no funding plug is used.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-009,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0056,SEVERE_MITIGATED,DRV-012,floating_rate_vs_base,0,200,basis_points,FY2026_Q2,FY2028_Q1_plateau_then_FY2028_Q2_FY2029_Q1_recovery,8,4,linear_to_zero_after_plateau,cash_interest;revolver;liquidity,Add once to the modeled all-in rate and recalculate interest on average endogenous debt.,cash,Do not also change the Phase 5 base-rate or spread inputs.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-006,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0057,SEVERE_MITIGATED,DRV-007,additional_remediation_cash,0,10,USD_millions,FY2026_Q2,FY2028_Q1_plateau_then_FY2028_Q2_FY2029_Q1_recovery,8,4,linear_to_zero_after_plateau,other_operating_cash_uses;cfads,Spread the proposed cash-only amount across the initial stressed quarters.,cash,Gross-margin stress contains the operating effect; this amount is not deducted from EBITDA.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-005,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0058,SEVERE_MITIGATED,DRV-005,monthly_timing_pattern,equal thirds,10%_25%_65%,allocation_pattern,FY2026_Q2,FY2028_Q1_plateau_then_FY2028_Q2_FY2029_Q1_recovery,8,4,linear_to_zero_after_plateau,monthly cash flow;liquidity,Delay stressed-quarter cash generation within the quarter and preserve the quarterly total.,cash,Quarterly values reconcile exactly; the pattern is not asserted actual seasonality.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-003;SCN-004,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0059,SEVERE_MITIGATED,DRV-010,distribution_treatment,Phase 5 selected policy,yes,status,FY2026_Q2,FY2028_Q1_plateau_then_FY2028_Q2_FY2029_Q1_recovery,8,4,linear_to_zero_after_plateau,dividends;share_repurchases;revolver,Retain base distributions in unmitigated cases and apply dated actions only in mitigated cases.,cash,No reduction is embedded in unmitigated stress.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-007,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0060,SEVERE_MITIGATED,DRV-012,drawability_convention,continued analytical drawability,no,status,FY2026_Q2,FY2028_Q1_plateau_then_FY2028_Q2_FY2029_Q1_recovery,8,4,linear_to_zero_after_plateau,usable_revolver_availability;cash_shortfall,"For proposed no-waiver paths only, shut off unused capacity from the month after first analytical failure.",cash,Stress convention only; existing facilities receive analytical warnings without shutoff.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,GAP-005;GAP-006,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0061,MODERATE_NO_WAIVER,DRV-001,volume_vs_base,0,-6.5,percent,FY2026_Q2,FY2027_Q1_plateau_then_FY2027_Q2_Q4_recovery,4,3,linear_to_zero_after_plateau,revenue,Multiply Phase 5 revenue by one plus the scenario volume shock.,operating,Do not apply a separate EBITDA percentage shock.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-001,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0062,MODERATE_NO_WAIVER,DRV-003,gross_margin_vs_base,0,-200,basis_points,FY2026_Q2,FY2027_Q1_plateau_then_FY2027_Q2_Q4_recovery,4,3,linear_to_zero_after_plateau,gross_profit;lender_base_ebitda,Apply to Phase 5 gross margin; EBITDA remains gross profit less cash operating expenses.,operating,Includes fixed-cost deleverage and execution disruption; no second opex penalty.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-002,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0063,MODERATE_NO_WAIVER,DRV-005,dso_vs_base,0,5,days,FY2026_Q2,FY2027_Q1_plateau_then_FY2027_Q2_Q4_recovery,4,3,linear_to_zero_after_plateau,accounts_receivable;working_capital_cash_flow,Recalculate receivables from stressed TTM revenue and DSO.,cash,No blanket working-capital shock.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-003,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0064,MODERATE_NO_WAIVER,DRV-005,dio_vs_base,0,10,days,FY2026_Q2,FY2027_Q1_plateau_then_FY2027_Q2_Q4_recovery,4,3,linear_to_zero_after_plateau,inventory;working_capital_cash_flow,Recalculate inventory from stressed TTM cost of sales and DIO.,cash,No second inventory cash plug.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-004,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0065,MODERATE_NO_WAIVER,DRV-013,accounts_payable_ratio_vs_base,0,-50,basis_points,FY2026_Q2,FY2027_Q1_plateau_then_FY2027_Q2_Q4_recovery,4,3,linear_to_zero_after_plateau,accounts_payable;working_capital_cash_flow,Adjust the explicitly labeled AP-to-cost-of-sales balance relationship.,cash,This is not DPO and cost of sales is not called purchases.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-009,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0066,MODERATE_NO_WAIVER,DRV-013,other_current_assets_ratio_vs_base,0,25,basis_points,FY2026_Q2,FY2027_Q1_plateau_then_FY2027_Q2_Q4_recovery,4,3,linear_to_zero_after_plateau,other_operating_current_assets;working_capital_cash_flow,Adjust the separate other-current-assets-to-revenue relationship.,cash,Kept separate from receivables and the AP relationship.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-009,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0067,MODERATE_NO_WAIVER,DRV-013,other_current_liabilities_ratio_vs_base,0,-25,basis_points,FY2026_Q2,FY2027_Q1_plateau_then_FY2027_Q2_Q4_recovery,4,3,linear_to_zero_after_plateau,other_operating_current_liabilities;working_capital_cash_flow,Adjust the separate other-current-liabilities-to-revenue relationship.,cash,Kept separate from payables and no funding plug is used.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-009,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0068,MODERATE_NO_WAIVER,DRV-012,floating_rate_vs_base,0,100,basis_points,FY2026_Q2,FY2027_Q1_plateau_then_FY2027_Q2_Q4_recovery,4,3,linear_to_zero_after_plateau,cash_interest;revolver;liquidity,Add once to the modeled all-in rate and recalculate interest on average endogenous debt.,cash,Do not also change the Phase 5 base-rate or spread inputs.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-006,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0069,MODERATE_NO_WAIVER,DRV-007,additional_remediation_cash,0,3,USD_millions,FY2026_Q2,FY2027_Q1_plateau_then_FY2027_Q2_Q4_recovery,4,3,linear_to_zero_after_plateau,other_operating_cash_uses;cfads,Spread the proposed cash-only amount across the initial stressed quarters.,cash,Gross-margin stress contains the operating effect; this amount is not deducted from EBITDA.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-005,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0070,MODERATE_NO_WAIVER,DRV-005,monthly_timing_pattern,equal thirds,20%_30%_50%,allocation_pattern,FY2026_Q2,FY2027_Q1_plateau_then_FY2027_Q2_Q4_recovery,4,3,linear_to_zero_after_plateau,monthly cash flow;liquidity,Delay stressed-quarter cash generation within the quarter and preserve the quarterly total.,cash,Quarterly values reconcile exactly; the pattern is not asserted actual seasonality.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-003;SCN-004,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0071,MODERATE_NO_WAIVER,DRV-010,distribution_treatment,Phase 5 selected policy,no,status,FY2026_Q2,FY2027_Q1_plateau_then_FY2027_Q2_Q4_recovery,4,3,linear_to_zero_after_plateau,dividends;share_repurchases;revolver,Retain base distributions in unmitigated cases and apply dated actions only in mitigated cases.,cash,No reduction is embedded in unmitigated stress.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-007,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0072,MODERATE_NO_WAIVER,DRV-012,drawability_convention,continued analytical drawability,yes,status,FY2026_Q2,FY2027_Q1_plateau_then_FY2027_Q2_Q4_recovery,4,3,linear_to_zero_after_plateau,usable_revolver_availability;cash_shortfall,"For proposed no-waiver paths only, shut off unused capacity from the month after first analytical failure.",cash,Stress convention only; existing facilities receive analytical warnings without shutoff.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,GAP-005;GAP-006,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0073,SEVERE_NO_WAIVER,DRV-001,volume_vs_base,0,-15,percent,FY2026_Q2,FY2028_Q1_plateau_then_FY2028_Q2_FY2029_Q1_recovery,8,4,linear_to_zero_after_plateau,revenue,Multiply Phase 5 revenue by one plus the scenario volume shock.,operating,Do not apply a separate EBITDA percentage shock.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-001,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0074,SEVERE_NO_WAIVER,DRV-003,gross_margin_vs_base,0,-375,basis_points,FY2026_Q2,FY2028_Q1_plateau_then_FY2028_Q2_FY2029_Q1_recovery,8,4,linear_to_zero_after_plateau,gross_profit;lender_base_ebitda,Apply to Phase 5 gross margin; EBITDA remains gross profit less cash operating expenses.,operating,Includes fixed-cost deleverage and execution disruption; no second opex penalty.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-002,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0075,SEVERE_NO_WAIVER,DRV-005,dso_vs_base,0,15,days,FY2026_Q2,FY2028_Q1_plateau_then_FY2028_Q2_FY2029_Q1_recovery,8,4,linear_to_zero_after_plateau,accounts_receivable;working_capital_cash_flow,Recalculate receivables from stressed TTM revenue and DSO.,cash,No blanket working-capital shock.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-003,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0076,SEVERE_NO_WAIVER,DRV-005,dio_vs_base,0,25,days,FY2026_Q2,FY2028_Q1_plateau_then_FY2028_Q2_FY2029_Q1_recovery,8,4,linear_to_zero_after_plateau,inventory;working_capital_cash_flow,Recalculate inventory from stressed TTM cost of sales and DIO.,cash,No second inventory cash plug.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-004,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0077,SEVERE_NO_WAIVER,DRV-013,accounts_payable_ratio_vs_base,0,-100,basis_points,FY2026_Q2,FY2028_Q1_plateau_then_FY2028_Q2_FY2029_Q1_recovery,8,4,linear_to_zero_after_plateau,accounts_payable;working_capital_cash_flow,Adjust the explicitly labeled AP-to-cost-of-sales balance relationship.,cash,This is not DPO and cost of sales is not called purchases.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-009,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0078,SEVERE_NO_WAIVER,DRV-013,other_current_assets_ratio_vs_base,0,50,basis_points,FY2026_Q2,FY2028_Q1_plateau_then_FY2028_Q2_FY2029_Q1_recovery,8,4,linear_to_zero_after_plateau,other_operating_current_assets;working_capital_cash_flow,Adjust the separate other-current-assets-to-revenue relationship.,cash,Kept separate from receivables and the AP relationship.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-009,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0079,SEVERE_NO_WAIVER,DRV-013,other_current_liabilities_ratio_vs_base,0,-50,basis_points,FY2026_Q2,FY2028_Q1_plateau_then_FY2028_Q2_FY2029_Q1_recovery,8,4,linear_to_zero_after_plateau,other_operating_current_liabilities;working_capital_cash_flow,Adjust the separate other-current-liabilities-to-revenue relationship.,cash,Kept separate from payables and no funding plug is used.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-009,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0080,SEVERE_NO_WAIVER,DRV-012,floating_rate_vs_base,0,200,basis_points,FY2026_Q2,FY2028_Q1_plateau_then_FY2028_Q2_FY2029_Q1_recovery,8,4,linear_to_zero_after_plateau,cash_interest;revolver;liquidity,Add once to the modeled all-in rate and recalculate interest on average endogenous debt.,cash,Do not also change the Phase 5 base-rate or spread inputs.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-006,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0081,SEVERE_NO_WAIVER,DRV-007,additional_remediation_cash,0,10,USD_millions,FY2026_Q2,FY2028_Q1_plateau_then_FY2028_Q2_FY2029_Q1_recovery,8,4,linear_to_zero_after_plateau,other_operating_cash_uses;cfads,Spread the proposed cash-only amount across the initial stressed quarters.,cash,Gross-margin stress contains the operating effect; this amount is not deducted from EBITDA.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-005,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0082,SEVERE_NO_WAIVER,DRV-005,monthly_timing_pattern,equal thirds,10%_25%_65%,allocation_pattern,FY2026_Q2,FY2028_Q1_plateau_then_FY2028_Q2_FY2029_Q1_recovery,8,4,linear_to_zero_after_plateau,monthly cash flow;liquidity,Delay stressed-quarter cash generation within the quarter and preserve the quarterly total.,cash,Quarterly values reconcile exactly; the pattern is not asserted actual seasonality.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-003;SCN-004,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0083,SEVERE_NO_WAIVER,DRV-010,distribution_treatment,Phase 5 selected policy,no,status,FY2026_Q2,FY2028_Q1_plateau_then_FY2028_Q2_FY2029_Q1_recovery,8,4,linear_to_zero_after_plateau,dividends;share_repurchases;revolver,Retain base distributions in unmitigated cases and apply dated actions only in mitigated cases.,cash,No reduction is embedded in unmitigated stress.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,SCN-007,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
P6A-0084,SEVERE_NO_WAIVER,DRV-012,drawability_convention,continued analytical drawability,yes,status,FY2026_Q2,FY2028_Q1_plateau_then_FY2028_Q2_FY2029_Q1_recovery,8,4,linear_to_zero_after_plateau,usable_revolver_availability;cash_shortfall,"For proposed no-waiver paths only, shut off unused capacity from the month after first analytical failure.",cash,Stress convention only; existing facilities receive analytical warnings without shutoff.,owner_reviewed_for_phase6_testing,SRC-001;SRC-002;SRC-003,GAP-005;GAP-006,"Owner reviewed the exact stress point, timing, recovery, distribution treatment and drawability convention for Phase 6 analytical testing only. These are not management forecasts, contractual conclusions or final loan terms."
