metric_id,structure,fiscal_year,period_coverage,metric_name,numerator,denominator,value,display_value,units,status,failure_flag,classification,review_status,source_ids,assumption_ids,calculation,notes
CM-0024,existing,FY2026,Q2-Q4,net_debt_diagnostic_to_lender_base_ebitda,673.3055781667736802675140334,190.2486370271889141942985599,3.539082269853790732313608829,3.539082269853790732313608829,turns,calculated,,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,SRC-001;SRC-003,P5A-001;P5A-002;P5A-003;P5A-004;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-014;P5A-015;P5A-016;P5A-018;P5A-019;P5A-020;P5A-021;P5A-022;P5A-042,Book-cash diagnostic only; not covenant or lender net leverage.,Book-cash diagnostic only; not covenant or lender net leverage.
CM-0025,existing,FY2026,Q2-Q4,ebitda_to_cash_interest,190.2486370271889141942985599,31.56751134489467701431921005,6.026722694374109414685005352,6.026722694374109414685005352,turns,calculated,,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,SRC-001;SRC-003,P5A-001;P5A-002;P5A-003;P5A-004;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-014;P5A-015;P5A-016;P5A-018;P5A-019;P5A-020;P5A-021;P5A-022;P5A-042,Modeled EBITDA / modeled bank cash interest.,Modeled EBITDA / modeled bank cash interest.
CM-0026,existing,FY2026,Q2-Q4,cfads_to_cash_interest,111.6669019281209967468051766,31.56751134489467701431921005,3.537399597582802935204540188,3.537399597582802935204540188,turns,calculated,,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,SRC-001;SRC-003,P5A-001;P5A-002;P5A-003;P5A-004;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-014;P5A-015;P5A-016;P5A-018;P5A-019;P5A-020;P5A-021;P5A-022;P5A-042,CFADS before cash interest / modeled bank cash interest.,CFADS before cash interest / modeled bank cash interest.
CM-0027,existing,FY2026,Q2-Q4,cfads_to_scheduled_debt_service,111.6669019281209967468051766,56.58076134489467701431921005,1.9735842939164830097627449,1.9735842939164830097627449,turns,calculated,,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,SRC-001;SRC-003,P5A-001;P5A-002;P5A-003;P5A-004;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-014;P5A-015;P5A-016;P5A-018;P5A-019;P5A-020;P5A-021;P5A-022;P5A-042,"CFADS before interest / bank interest, scheduled term principal and retained-obligation payments.","CFADS before interest / bank interest, scheduled term principal and retained-obligation payments."
CM-0028,existing,FY2026,Q2-Q4,cfo_proxy_to_gross_debt,130.4140276858513197324859666,673.3055781667736802675140334,0.1936921836306969692583528467,0.1936921836306969692583528467,turns,calculated,,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,SRC-001;SRC-003,P5A-001;P5A-002;P5A-003;P5A-004;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-014;P5A-015;P5A-016;P5A-018;P5A-019;P5A-020;P5A-021;P5A-022;P5A-042,Modeled CFO proxy / ending gross funded debt.,Modeled CFO proxy / ending gross funded debt.
CM-0029,existing,FY2026,Q2-Q4,fcf_proxy_to_gross_debt,80.0993905832263197324859666,673.3055781667736802675140334,0.118964394742302565330172968,0.118964394742302565330172968,turns,calculated,,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,SRC-001;SRC-003,P5A-001;P5A-002;P5A-003;P5A-004;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-014;P5A-015;P5A-016;P5A-018;P5A-019;P5A-020;P5A-021;P5A-022;P5A-042,Modeled FCF proxy / ending gross funded debt.,Modeled FCF proxy / ending gross funded debt.
CM-0030,existing,FY2027,Q1-Q4,revenue,1837.549119098525625,,1837.549119098525625,1837.549119098525625,USD_millions,calculated,,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,SRC-001;SRC-003,P5A-001;P5A-002;P5A-003;P5A-004;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-014;P5A-015;P5A-016;P5A-018;P5A-019;P5A-020;P5A-021;P5A-022;P5A-042,Sum modeled-quarter revenue.,Sum modeled-quarter revenue.
CM-0031,existing,FY2027,Q1-Q4,lender_base_ebitda,222.268103897038561074375,,222.268103897038561074375,222.268103897038561074375,USD_millions,calculated,,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,SRC-001;SRC-003,P5A-001;P5A-002;P5A-003;P5A-004;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-014;P5A-015;P5A-016;P5A-018;P5A-019;P5A-020;P5A-021;P5A-022;P5A-042,Sum formula-calculated lender-base EBITDA; no top-down EBITDA growth.,Sum formula-calculated lender-base EBITDA; no top-down EBITDA growth.
CM-0032,existing,FY2027,Q1-Q4,lender_base_ebitda_margin,12.0959,,12.0959,12.0959,percent,calculated,,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,SRC-001;SRC-003,P5A-001;P5A-002;P5A-003;P5A-004;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-014;P5A-015;P5A-016;P5A-018;P5A-019;P5A-020;P5A-021;P5A-022;P5A-042,EBITDA / revenue.,EBITDA / revenue.
CM-0033,existing,FY2027,Q1-Q4,cash_tax_proxy,-29.70719722118608914796875,,-29.70719722118608914796875,-29.70719722118608914796875,USD_millions,calculated,,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,SRC-001;SRC-003,P5A-001;P5A-002;P5A-003;P5A-004;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-014;P5A-015;P5A-016;P5A-018;P5A-019;P5A-020;P5A-021;P5A-022;P5A-042,Negative cash use.,Negative cash use.
CM-0034,existing,FY2027,Q1-Q4,working_capital_cash_flow,0.006817535099935976732363,,0.006817535099935976732363,0.006817535099935976732363,USD_millions,calculated,,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,SRC-001;SRC-003,P5A-001;P5A-002;P5A-003;P5A-004;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-014;P5A-015;P5A-016;P5A-018;P5A-019;P5A-020;P5A-021;P5A-022;P5A-042,Positive is cash contribution; negative is use.,Positive is cash contribution; negative is use.
CM-0035,existing,FY2027,Q1-Q4,capital_expenditures,-64.314219168448396875,,-64.314219168448396875,-64.314219168448396875,USD_millions,calculated,,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,SRC-001;SRC-003,P5A-001;P5A-002;P5A-003;P5A-004;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-014;P5A-015;P5A-016;P5A-018;P5A-019;P5A-020;P5A-021;P5A-022;P5A-042,Negative cash use.,Negative cash use.
CM-0036,existing,FY2027,Q1-Q4,cfads_before_cash_interest,128.253505042504011028138613,,128.253505042504011028138613,128.253505042504011028138613,USD_millions,calculated,,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,SRC-001;SRC-003,P5A-001;P5A-002;P5A-003;P5A-004;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-014;P5A-015;P5A-016;P5A-018;P5A-019;P5A-020;P5A-021;P5A-022;P5A-042,"EBITDA less modeled taxes, capex, working-capital investment and identified cash uses.","EBITDA less modeled taxes, capex, working-capital investment and identified cash uses."
CM-0037,existing,FY2027,Q1-Q4,cash_interest,-38.6409625520181960486939916,,-38.6409625520181960486939916,-38.6409625520181960486939916,USD_millions,calculated,,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,SRC-001;SRC-003,P5A-001;P5A-002;P5A-003;P5A-004;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-014;P5A-015;P5A-016;P5A-018;P5A-019;P5A-020;P5A-021;P5A-022;P5A-042,Negative cash use based on modeled average debt.,Negative cash use based on modeled average debt.
CM-0038,existing,FY2027,Q1-Q4,cfo_proxy,153.9267616589342118544446213,,153.9267616589342118544446213,153.9267616589342118544446213,USD_millions,calculated,,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,SRC-001;SRC-003,P5A-001;P5A-002;P5A-003;P5A-004;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-014;P5A-015;P5A-016;P5A-018;P5A-019;P5A-020;P5A-021;P5A-022;P5A-042,"EBITDA less cash taxes, working-capital investment, other operating uses and cash interest; not an official GAAP forecast.","EBITDA less cash taxes, working-capital investment, other operating uses and cash interest; not an official GAAP forecast."
CM-0039,existing,FY2027,Q1-Q4,fcf_proxy,89.61254249048581497944462138,,89.61254249048581497944462138,89.61254249048581497944462138,USD_millions,calculated,,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,SRC-001;SRC-003,P5A-001;P5A-002;P5A-003;P5A-004;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-014;P5A-015;P5A-016;P5A-018;P5A-019;P5A-020;P5A-021;P5A-022;P5A-042,Modeled CFO proxy less capital expenditures.,Modeled CFO proxy less capital expenditures.
CM-0040,existing,FY2027,Q1-Q4,scheduled_term_principal,25,,25,25,USD_millions,calculated,,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,SRC-001;SRC-003,P5A-001;P5A-002;P5A-003;P5A-004;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-014;P5A-015;P5A-016;P5A-018;P5A-019;P5A-020;P5A-021;P5A-022;P5A-042,Required term principal paid in modeled periods.,Required term principal paid in modeled periods.
CM-0041,existing,FY2027,Q1-Q4,cash_sweep,0,,0,0,USD_millions,calculated,,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,SRC-001;SRC-003,P5A-001;P5A-002;P5A-003;P5A-004;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-014;P5A-015;P5A-016;P5A-018;P5A-019;P5A-020;P5A-021;P5A-022;P5A-042,Provisional annual term sweep after revolver repayment.,Provisional annual term sweep after revolver repayment.
CM-0042,existing,FY2027,Q1-Q4,dividends,-14.5,,-14.5,-14.5,USD_millions,calculated,,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,SRC-001;SRC-003,P5A-001;P5A-002;P5A-003;P5A-004;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-014;P5A-015;P5A-016;P5A-018;P5A-019;P5A-020;P5A-021;P5A-022;P5A-042,Negative cash use.,Negative cash use.
CM-0043,existing,FY2027,Q1-Q4,share_repurchases,-5,,-5,-5,USD_millions,calculated,,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,SRC-001;SRC-003,P5A-001;P5A-002;P5A-003;P5A-004;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-014;P5A-015;P5A-016;P5A-018;P5A-019;P5A-020;P5A-021;P5A-022;P5A-042,Negative cash use.,Negative cash use.
CM-0044,existing,FY2027,Q1-Q4,ending_bank_funded_debt,548.6050356762878652880694119,,548.6050356762878652880694119,548.6050356762878652880694119,USD_millions,calculated,,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,SRC-001;SRC-003,P5A-001;P5A-002;P5A-003;P5A-004;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-014;P5A-015;P5A-016;P5A-018;P5A-019;P5A-020;P5A-021;P5A-022;P5A-042,Term plus revolver principal after modeled payments.,Term plus revolver principal after modeled payments.
CM-0045,existing,FY2027,Q1-Q4,ending_gross_funded_debt,611.2240356762878652880694119,,611.2240356762878652880694119,611.2240356762878652880694119,USD_millions,calculated,,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,SRC-001;SRC-003,P5A-001;P5A-002;P5A-003;P5A-004;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-014;P5A-015;P5A-016;P5A-018;P5A-019;P5A-020;P5A-021;P5A-022;P5A-042,Bank principal plus conservative retained debt opening proxy.,Bank principal plus conservative retained debt opening proxy.
CM-0046,existing,FY2027,Q1-Q4,book_cash_net_debt_diagnostic,611.2240356762878652880694119,,611.2240356762878652880694119,611.2240356762878652880694119,USD_millions,calculated,,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,SRC-001;SRC-003,P5A-001;P5A-002;P5A-003;P5A-004;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-014;P5A-015;P5A-016;P5A-018;P5A-019;P5A-020;P5A-021;P5A-022;P5A-042,Gross debt less modeled cash above the operating floor only.,Gross debt less modeled cash above the operating floor only.
CM-0047,existing,FY2027,Q1-Q4,minimum_revolver_availability,294.3380869519415141560177072,,294.3380869519415141560177072,294.3380869519415141560177072,USD_millions,calculated,,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,SRC-001;SRC-003,P5A-001;P5A-002;P5A-003;P5A-004;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-014;P5A-015;P5A-016;P5A-018;P5A-019;P5A-020;P5A-021;P5A-022;P5A-042,Minimum quarter-observed capacity after LCs.,Minimum quarter-observed capacity after LCs.
CM-0048,existing,FY2027,Q1-Q4,minimum_usable_liquidity,294.3380869519415141560177072,,294.3380869519415141560177072,294.3380869519415141560177072,USD_millions,calculated,,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,SRC-001;SRC-003,P5A-001;P5A-002;P5A-003;P5A-004;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-014;P5A-015;P5A-016;P5A-018;P5A-019;P5A-020;P5A-021;P5A-022;P5A-042,Cash above floor plus available revolver; not contractual liquidity.,Cash above floor plus available revolver; not contractual liquidity.
CM-0049,existing,FY2027,Q1-Q4,peak_revolver_usage,174.4619130480584858439822928,,174.4619130480584858439822928,174.4619130480584858439822928,USD_millions,calculated,,formula_calculated_credit_metric,contains_owner_reviewed_phase5_testing_assumptions,SRC-001;SRC-003,P5A-001;P5A-002;P5A-003;P5A-004;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-014;P5A-015;P5A-016;P5A-018;P5A-019;P5A-020;P5A-021;P5A-022;P5A-042,Maximum ending monthly revolver balance.,Maximum ending monthly revolver balance.
