forecast_id,fiscal_year,quarter,period_start,period_end,days_in_period,frequency,perimeter,classification,review_status,prior_year_same_quarter_revenue,underlying_volume_growth_percent,price_mix_growth_percent,revenue,cost_of_sales,gross_margin_percent,gross_profit,cash_operating_expenses,lender_base_ebitda,lender_base_ebitda_margin_percent,depreciation_and_amortization,operating_income,cash_tax_proxy,ttm_revenue,ttm_cost_of_sales,days_sales_outstanding,days_inventory_outstanding,accounts_receivable,inventory,accounts_payable,other_operating_current_assets,other_operating_current_liabilities,operating_net_working_capital,change_in_operating_net_working_capital,working_capital_cash_flow,capital_expenditures,other_necessary_operating_cash_uses,cfads_before_cash_interest,source_ids,assumption_ids,calculation,comparability_note
OP-0011,FY2028,Q3,2028-05-01,2028-07-31,92,quarterly,post_tyman_forecast_from_fy2025_full_year_anchor,formula_calculated_forecast,contains_owner_reviewed_phase5_testing_assumptions,495.248236659545625,-0.5,0.5,495.235855453629136359375,-358.1041874298376029496870845,27.69017358369192354329321421,137.1316680237915334096879155,-73.81044713266434011213760938,63.32122089112719329755030612,12.7860735836919235432932142,-27.8778167751956913439419375,35.44340411593150195360836862,-8.860851028982875488402092155,1837.515425908248315703125,1341.386148754007043320197791,41.5,72.5,208.9229867813487811004922945,266.4397144785356455909981914,131.5980295096606149919713245,36.14944097389296911482757812,107.2245376480240139662244531,272.6895750760927668481222864,-0.0018287964664970361947712,0.0018287964664970361947712,-17.333254940877019772578125,0,37.12894371773379507276486016,SRC-001;SRC-002;SRC-016;SRC-021;SRC-022,P5A-001;P5A-002;P5A-003;P5A-004;P5A-005;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-013;P5A-041,"Revenue uses volume and price/mix; gross profit uses quarterly seasonal margin; EBITDA subtracts cash operating expense; TTM balance drivers determine working capital; CFADS subtracts taxes, capex, working-capital investment and identified cash uses.",FY2025 is the first full post-Tyman year. FY2024 mixed-perimeter results and current segments are not fabricated into this forecast.
OP-0012,FY2028,Q4,2028-08-01,2028-10-31,92,quarterly,post_tyman_forecast_from_fy2025_full_year_anchor,formula_calculated_forecast,contains_owner_reviewed_phase5_testing_assumptions,489.82150800615375,-0.5,0.5,489.80926246845359615625,-353.0745131918996289987735569,27.91591743027939068561819552,136.7347492765539671574764431,-73.00166228756079242472365625,63.73308698899317473275278685,13.01181743027939068561819552,-27.572343002874189834827625,36.16074398611898489792516185,-9.040185996529746224481290462,1837.503180370548161859375,1341.37732167050015815734375,41.5,72.5,208.9215944804869827867508562,266.437961153729483469609375,131.5971635198060885161843659,36.14920006742979398825948438,107.2238230841625968889801094,272.6877690976775748394552403,-0.0018059784151920086670461,0.0018059784151920086670461,-17.14332418639587586546875,0,37.55138278448274465146979249,SRC-001;SRC-002;SRC-016;SRC-021;SRC-022,P5A-001;P5A-002;P5A-003;P5A-004;P5A-005;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-013;P5A-041,"Revenue uses volume and price/mix; gross profit uses quarterly seasonal margin; EBITDA subtracts cash operating expense; TTM balance drivers determine working capital; CFADS subtracts taxes, capex, working-capital investment and identified cash uses.",FY2025 is the first full post-Tyman year. FY2024 mixed-perimeter results and current segments are not fabricated into this forecast.
OP-0013,FY2029,Q1,2028-11-01,2029-01-31,92,quarterly,post_tyman_forecast_from_fy2025_full_year_anchor,formula_calculated_forecast,contains_owner_reviewed_phase5_testing_assumptions,400.0139974500762493125,-0.5,0.5,400.0039971001399974062671875,-308.3643794737018547876289895,22.90967547594190519832374179,91.63961762643814261863819797,-59.61699573180196535342746789,32.02262189463617726521073008,8.005575475941905198323741791,-22.51702500476108073399359252,9.50559688987509653121713756,-2.37639922246877413280428439,1837.493180020611909953142188,1341.369612368280760126023276,41.5,72.5,208.9204574543983404467271255,266.4364298539735756414703768,131.5964071910025522529236395,36.14900333054549810450816626,107.2232395337427667814957061,272.686243914172095158286323,-0.0015251835054796811689173,0.0015251835054796811689173,-14.00013989850489990921935156,0,15.64760795716798290435601143,SRC-001;SRC-002;SRC-016;SRC-021;SRC-022,P5A-001;P5A-002;P5A-003;P5A-004;P5A-005;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-013;P5A-041,"Revenue uses volume and price/mix; gross profit uses quarterly seasonal margin; EBITDA subtracts cash operating expense; TTM balance drivers determine working capital; CFADS subtracts taxes, capex, working-capital investment and identified cash uses.",FY2025 is the first full post-Tyman year. FY2024 mixed-perimeter results and current segments are not fabricated into this forecast.
OP-0014,FY2029,Q2,2029-02-01,2029-04-30,89,quarterly,post_tyman_forecast_from_fy2025_full_year_anchor,formula_calculated_forecast,contains_owner_reviewed_phase5_testing_assumptions,452.44406499838918003125,-0.5,0.5,452.4327538967642203017492188,-321.8184866095348523480988971,28.8693217195837322875299713,130.6142672872293679536503217,-67.43103007352763615799300532,63.18323721370173179565731638,13.9652217195837322875299713,-25.46834458235665148922606702,37.71489263134508030643124936,-9.42872315783627007660781234,1837.481868918986950223641407,1341.361566704973939084188528,41.5,72.5,208.9191713976382422857016942,266.4348317427687961194621049,131.5956178631581732677933997,36.1487808072432302717496974,107.222579497029645506400147,272.6845865874624499027199498,-0.0016573267096452555663732,0.0016573267096452555663732,-15.83514638638674771056122266,0,37.92102499618835926405465458,SRC-001;SRC-002;SRC-016;SRC-021;SRC-022,P5A-001;P5A-002;P5A-003;P5A-004;P5A-005;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-013;P5A-041,"Revenue uses volume and price/mix; gross profit uses quarterly seasonal margin; EBITDA subtracts cash operating expense; TTM balance drivers determine working capital; CFADS subtracts taxes, capex, working-capital investment and identified cash uses.",FY2025 is the first full post-Tyman year. FY2024 mixed-perimeter results and current segments are not fabricated into this forecast.
OP-0015,FY2029,Q3,2029-05-01,2029-07-31,92,quarterly,post_tyman_forecast_from_fy2025_full_year_anchor,formula_calculated_forecast,contains_owner_reviewed_phase5_testing_assumptions,495.235855453629136359375,-0.5,0.5,495.2234745572427956309660156,-358.0952348251518570096133423,27.69017358369192354329321421,137.1282397320909386213526733,-73.80860187148602350363480593,63.31963786060491511771786737,12.7860735836919235432932142,-27.87711982977631145165833895,35.44251803082860366605952842,-8.860629507707150916514882105,1837.469488022600609495232422,1341.352614100288193144114786,41.5,72.5,208.9177637066792473809647822,266.4330534856736821998584164,131.5947395589228734765965252,36.14853723786862179059970744,107.2218570345828133658752975,272.6827578367158645289510833,-0.0018287507465853737688665,0.0018287507465853737688665,-17.33282160950349784708381055,0,37.12801549414085172788804121,SRC-001;SRC-002;SRC-016;SRC-021;SRC-022,P5A-001;P5A-002;P5A-003;P5A-004;P5A-005;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-013;P5A-041,"Revenue uses volume and price/mix; gross profit uses quarterly seasonal margin; EBITDA subtracts cash operating expense; TTM balance drivers determine working capital; CFADS subtracts taxes, capex, working-capital investment and identified cash uses.",FY2025 is the first full post-Tyman year. FY2024 mixed-perimeter results and current segments are not fabricated into this forecast.
OP-0016,FY2029,Q4,2029-08-01,2029-10-31,92,quarterly,post_tyman_forecast_from_fy2025_full_year_anchor,formula_calculated_forecast,contains_owner_reviewed_phase5_testing_assumptions,489.80926246845359615625,-0.5,0.5,489.7970172368918848163460938,-353.0656863290698315080485876,27.91591743027939068561819552,136.7313309078220533082975062,-72.99983724600360340491303817,63.73149366181844990338446803,13.01181743027939068561819552,-27.57165369429911798008175431,36.15983996751933192330271372,-9.03995999187983298082567843,1837.457242791038898155328516,1341.343787237458395653389816,41.5,72.5,208.9163714406249706121811874,266.4313002047006402325226347,131.5938735907180933639714613,36.1482963374281082434097779,107.2211424885854928240578849,272.6809519034501329000842538,-0.0018059332657316288668295,0.0018059332657316288668295,-17.14289560329121596857211328,0,37.55044399991313258285350582,SRC-001;SRC-002;SRC-016;SRC-021;SRC-022,P5A-001;P5A-002;P5A-003;P5A-004;P5A-005;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-013;P5A-041,"Revenue uses volume and price/mix; gross profit uses quarterly seasonal margin; EBITDA subtracts cash operating expense; TTM balance drivers determine working capital; CFADS subtracts taxes, capex, working-capital investment and identified cash uses.",FY2025 is the first full post-Tyman year. FY2024 mixed-perimeter results and current segments are not fabricated into this forecast.
OP-0017,FY2030,Q1,2029-11-01,2030-01-31,92,quarterly,post_tyman_forecast_from_fy2025_full_year_anchor,formula_calculated_forecast,contains_owner_reviewed_phase5_testing_assumptions,400.0039971001399974062671875,-0.5,0.5,399.9939970002124939063320308,-308.3566703642150122412592988,22.90967547594190519832374179,91.63732663599748166507273201,-59.6155053069086703042936322,32.02182132908881136077909981,8.005575475941905198323741791,-22.51646207913596170697524268,9.50535924995284965380385713,-2.376339812488212413450964282,1837.447242691111394655393359,1341.336078127971553107020126,41.5,72.5,208.9152344429619804882159572,266.4297689432272263020793401,131.5931172808227771891173165,36.14809960546223446705555355,107.2205589527544232123261687,272.6794267580742408559073656,-0.0015251453758920441768882,0.0015251453758920441768882,-13.99978989500743728672162108,0,15.64721676696905370478340265,SRC-001;SRC-002;SRC-016;SRC-021;SRC-022,P5A-001;P5A-002;P5A-003;P5A-004;P5A-005;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-013;P5A-041,"Revenue uses volume and price/mix; gross profit uses quarterly seasonal margin; EBITDA subtracts cash operating expense; TTM balance drivers determine working capital; CFADS subtracts taxes, capex, working-capital investment and identified cash uses.",FY2025 is the first full post-Tyman year. FY2024 mixed-perimeter results and current segments are not fabricated into this forecast.
OP-0018,FY2030,Q2,2030-02-01,2030-04-30,89,quarterly,post_tyman_forecast_from_fy2025_full_year_anchor,formula_calculated_forecast,contains_owner_reviewed_phase5_testing_assumptions,452.4327538967642203017492188,-0.5,0.5,452.4214430779168011962416751,-321.8104411473696139767901946,28.8693217195837322875299713,130.6110019305471872194514805,-67.4293442977757979670890555,63.181657632771389252362425,13.96522171958373228752997131,-25.46770787374209257293883637,37.71394975902929667942358863,-9.428487439757324169855897158,1837.435931872263975549885815,1341.328032665806314735711424,41.5,72.5,208.9139484183533013296445516,266.4281708719752268995591184,131.592327972711594313461705,36.14787708772304919099290364,107.219898932542219765262487,272.6777694727977633414723816,-0.001657285276477514434984,0.001657285276477514434984,-15.83475050772708804186845863,0,37.92007697056345455507305321,SRC-001;SRC-002;SRC-016;SRC-021;SRC-022,P5A-001;P5A-002;P5A-003;P5A-004;P5A-005;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-013;P5A-041,"Revenue uses volume and price/mix; gross profit uses quarterly seasonal margin; EBITDA subtracts cash operating expense; TTM balance drivers determine working capital; CFADS subtracts taxes, capex, working-capital investment and identified cash uses.",FY2025 is the first full post-Tyman year. FY2024 mixed-perimeter results and current segments are not fabricated into this forecast.
OP-0019,FY2030,Q3,2030-05-01,2030-07-31,92,quarterly,post_tyman_forecast_from_fy2025_full_year_anchor,formula_calculated_forecast,contains_owner_reviewed_phase5_testing_assumptions,495.2234745572427956309660156,-0.5,0.5,495.2110939703788645610752414,-358.0862824442812282131881019,27.69017358369192354329321421,137.1248115260976363478871395,-73.80675665643923635304721505,63.31805486965839999483992445,12.78607358369192354329321421,-27.87642290178056704387204749,35.44163196787783295096787696,-8.86040799196945823774196924,1837.423551285400044479995041,1341.319080284935685939286183,41.5,72.5,208.9125407625865803997802581,266.4263926593365403578034199,131.5914496904339004047596103,36.14763352443767507505494244,107.2191764881569487955411506,272.6759407677699466323378595,-0.0018287050278167091345221,0.0018287050278167091345221,-17.33238828896326025963763345,0,37.12708729375349820659484386,SRC-001;SRC-002;SRC-016;SRC-021;SRC-022,P5A-001;P5A-002;P5A-003;P5A-004;P5A-005;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-013;P5A-041,"Revenue uses volume and price/mix; gross profit uses quarterly seasonal margin; EBITDA subtracts cash operating expense; TTM balance drivers determine working capital; CFADS subtracts taxes, capex, working-capital investment and identified cash uses.",FY2025 is the first full post-Tyman year. FY2024 mixed-perimeter results and current segments are not fabricated into this forecast.
OP-0020,FY2030,Q4,2030-08-01,2030-10-31,92,quarterly,post_tyman_forecast_from_fy2025_full_year_anchor,formula_calculated_forecast,contains_owner_reviewed_phase5_testing_assumptions,489.7970172368918848163460938,-0.5,0.5,489.7847723114609625192256851,-353.0568596869116047622608863,27.91591743027939068561819552,136.7279126245493577569647988,-72.99801225007245331482791533,63.72990037447690444213688347,13.01181743027939068561819553,-27.57096440295676050213225227,36.1589359715201439400046312,-9.0397339928800359850011578,1837.411306359969122182874632,1341.310253642777459193498482,41.5,72.5,208.9111485313389549879158828,266.4246394221955227165168218,131.5905837438783254116373621,36.14739263001967254070369264,107.2184619600232781867372834,272.6741348796525466467617517,-0.0018058881173999855761078,0.0018058881173999855761078,-17.14246703090113368817289898,0,37.54950523881313475453893449,SRC-001;SRC-002;SRC-016;SRC-021;SRC-022,P5A-001;P5A-002;P5A-003;P5A-004;P5A-005;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-013;P5A-041,"Revenue uses volume and price/mix; gross profit uses quarterly seasonal margin; EBITDA subtracts cash operating expense; TTM balance drivers determine working capital; CFADS subtracts taxes, capex, working-capital investment and identified cash uses.",FY2025 is the first full post-Tyman year. FY2024 mixed-perimeter results and current segments are not fabricated into this forecast.
